dataset,metric,number_of_variants,ft_percentage,boost,mistake_type,mistake_percentage,shapiro,normally_distributed,ttest,ttest_significant,wilcoxon,wilcoxon_significant
argouml-spl,f1,5,20,True,ErroneousConjunction,25,0.18204241386909958,True,6.672197838562395e-14,True,9.313225746154785e-10,True
argouml-spl,f1,5,20,True,ErroneousConjunction,50,0.2195116489036001,True,3.630607025732179e-09,True,1.7695128917694092e-08,True
argouml-spl,f1,5,20,True,ErroneousConjunction,75,0.27114809330819467,True,0.0016056483723832068,True,0.0026913899928331375,True
argouml-spl,f1,5,20,True,ErroneousConjunction,100,0.17031981336266527,True,0.9414445639426169,False,0.9379327688366175,False
argouml-spl,f1,5,20,True,SwappedFeature,25,0.2105412471897038,True,2.134529864134874e-10,True,4.6566128730773926e-09,True
argouml-spl,f1,5,20,True,SwappedFeature,50,0.20055693571749883,True,0.05745154729721626,False,0.06736754160374403,False
argouml-spl,f1,5,20,True,SwappedFeature,75,0.24975116408518733,True,0.9999947775068845,False,0.9999847523868084,False
argouml-spl,f1,5,20,True,SwappedFeature,100,0.19346638849314596,True,0.9999999999987611,False,1.0,False
argouml-spl,f1,5,25,False,SwappedCondition,25,0.33904193849954567,True,7.633559490196982e-10,True,9.313225746154785e-09,True
argouml-spl,f1,5,25,False,SwappedCondition,50,0.08091844121503691,True,0.21632308734829359,False,0.21397730335593224,False
argouml-spl,f1,5,25,False,SwappedCondition,75,0.8003602404765228,True,0.9999999714155074,False,0.9999998724088073,False
argouml-spl,f1,5,25,False,SwappedCondition,100,0.3016131696771631,True,0.9999999999993026,False,1.0,False
argouml-spl,f1,5,25,False,ErroneousConjunction,25,0.23276984044982774,True,1.672064639177299e-13,True,9.313225746154785e-10,True
argouml-spl,f1,5,25,False,ErroneousConjunction,50,0.2748651873172963,True,1.9641504593771994e-08,True,8.195638656616211e-08,True
argouml-spl,f1,5,25,False,ErroneousConjunction,75,0.3358618979263611,True,0.021869527733958796,True,0.02884396445006132,True
argouml-spl,f1,5,25,False,ErroneousConjunction,100,0.1841475154265519,True,0.9989524522677521,False,0.9973086100071669,False
argouml-spl,f1,5,25,False,SwappedFeature,25,0.30531780211706616,True,9.315650409023268e-10,True,6.51925802230835e-09,True
argouml-spl,f1,5,25,False,SwappedFeature,50,0.29687054814598973,True,0.34230640896128217,False,0.32041270192712545,False
argouml-spl,f1,5,25,False,SwappedFeature,75,0.24219298897755082,True,0.9999999429373255,False,0.9999999487772584,False
argouml-spl,f1,5,25,False,SwappedFeature,100,0.28921860927555315,True,0.9999999999999876,False,1.0,False
argouml-spl,f1,5,25,True,SwappedCondition,25,0.33809138352982726,True,7.585490107993958e-10,True,9.313225746154785e-09,True
argouml-spl,f1,5,25,True,SwappedCondition,50,0.08164605323684297,True,0.21730276279601884,False,0.21397730335593224,False
argouml-spl,f1,5,25,True,SwappedCondition,75,0.7995801162125694,True,0.9999999728588546,False,0.9999998724088073,False
argouml-spl,f1,5,25,True,SwappedCondition,100,0.3115455088030596,True,0.9999999999993429,False,1.0,False
argouml-spl,f1,5,25,True,ErroneousConjunction,25,0.23243299194370104,True,1.6270780021970876e-13,True,9.313225746154785e-10,True
argouml-spl,f1,5,25,True,ErroneousConjunction,50,0.27344302008041577,True,1.9472010305461168e-08,True,8.195638656616211e-08,True
argouml-spl,f1,5,25,True,ErroneousConjunction,75,0.3376333620565203,True,0.021981143421250914,True,0.02884396445006132,True
argouml-spl,f1,5,25,True,ErroneousConjunction,100,0.17788374755065373,True,0.9989629391683963,False,0.9969025040045381,False
argouml-spl,f1,5,25,True,SwappedFeature,25,0.3055228654319176,True,9.267838117362235e-10,True,6.51925802230835e-09,True
argouml-spl,f1,5,25,True,SwappedFeature,50,0.29475849274294985,True,0.3429223794029453,False,0.32041270192712545,False
argouml-spl,f1,5,25,True,SwappedFeature,75,0.24252629051220498,True,0.9999999434578094,False,0.9999999487772584,False
argouml-spl,f1,5,25,True,SwappedFeature,100,0.2896924213703722,True,0.9999999999999879,False,1.0,False
argouml-spl,f1,7,5,False,SwappedCondition,25,0.0057187741020587575,False,9.59379537881661e-05,True,0.00012814439833164215,True
argouml-spl,f1,7,5,False,SwappedCondition,50,0.04274239072850718,False,0.5301699765210315,False,0.5882115280255675,False
argouml-spl,f1,7,5,False,SwappedCondition,75,0.014653063592705674,False,0.9996289492904217,False,0.9995640898123384,False
argouml-spl,f1,7,5,False,SwappedCondition,100,0.10470641797319563,True,0.9999999878920259,False,0.999999807216227,False
argouml-spl,f1,7,5,False,ErroneousConjunction,25,0.009658787462911982,False,5.102367786665579e-07,True,3.073364496231079e-08,True
argouml-spl,f1,7,5,False,ErroneousConjunction,50,0.010596539002388246,False,0.0005162224470871765,True,0.0018722163513302803,True
argouml-spl,f1,7,5,False,ErroneousConjunction,75,0.013269114325862969,False,0.11313637564680953,False,0.2712639691308141,False
argouml-spl,f1,7,5,False,ErroneousConjunction,100,0.006538763944476827,False,0.889003440132944,False,0.889676621183753,False
argouml-spl,f1,7,5,False,SwappedFeature,25,0.009716858470813265,False,7.047340403806435e-05,True,0.00012814439833164215,True
argouml-spl,f1,7,5,False,SwappedFeature,50,0.00863361625104362,False,0.46881279388604313,False,0.5242367628961802,False
argouml-spl,f1,7,5,False,SwappedFeature,75,0.01671558619713381,False,0.9997489215952969,False,0.9996667234227061,False
argouml-spl,f1,7,5,False,SwappedFeature,100,0.012413345655246504,False,0.9999999876929421,False,0.9999997140839696,False
argouml-spl,f1,7,5,True,SwappedCondition,25,0.009660079364125157,False,5.348632521022473e-05,True,4.95128333568573e-05,True
argouml-spl,f1,7,5,True,SwappedCondition,50,0.037923190886023805,False,0.5303240659128431,False,0.6348290015012026,False
argouml-spl,f1,7,5,True,SwappedCondition,75,0.021258872113735193,False,0.9996802506301589,False,0.9996667234227061,False
argouml-spl,f1,7,5,True,SwappedCondition,100,0.05472378855607203,True,0.9999999954416658,False,0.9999998975545168,False
argouml-spl,f1,7,5,True,ErroneousConjunction,25,0.015654144625517893,False,1.8759850347781116e-07,True,1.7695128917694092e-08,True
argouml-spl,f1,7,5,True,ErroneousConjunction,50,0.010979742323458417,False,0.0003016184551639881,True,0.0009320033714175224,True
argouml-spl,f1,7,5,True,ErroneousConjunction,75,0.016469540592995314,False,0.09289499714204325,False,0.25138052366673946,False
argouml-spl,f1,7,5,True,ErroneousConjunction,100,0.00836095173611923,False,0.8833297937795094,False,0.9009621003642678,False
argouml-spl,f1,7,5,True,SwappedFeature,25,0.016084898572248027,False,3.024812475430229e-05,True,3.1433068215847015e-05,True
argouml-spl,f1,7,5,True,SwappedFeature,50,0.008604120700095854,False,0.43683949728021626,False,0.45964826364070177,False
argouml-spl,f1,7,5,True,SwappedFeature,75,0.015887908552001208,False,0.9996946502116476,False,0.9997225869446993,False
argouml-spl,f1,7,5,True,SwappedFeature,100,0.007797614166466258,False,0.9999999874429139,False,0.9999997140839696,False
argouml-spl,f1,7,10,False,SwappedCondition,25,0.032327872153465234,False,0.0009221744495335416,True,0.0025063063949346542,True
argouml-spl,f1,7,10,False,SwappedCondition,50,0.10316425178062172,True,0.9568590059112528,False,0.9452839707955718,False
argouml-spl,f1,7,10,False,SwappedCondition,75,0.08103691738109223,True,0.9999999796455556,False,0.999999807216227,False
argouml-spl,f1,7,10,False,SwappedCondition,100,0.047551541840441254,False,0.9999999999993033,False,0.9999999990686774,False
argouml-spl,f1,7,10,False,ErroneousConjunction,25,0.020392353273078635,False,7.570485248292877e-07,True,8.195638656616211e-08,True
argouml-spl,f1,7,10,False,ErroneousConjunction,50,0.020353443863814796,False,0.0053733165643165435,True,0.026131673716008663,True
argouml-spl,f1,7,10,False,ErroneousConjunction,75,0.019433300096801942,False,0.7764201036315569,False,0.8146296963095665,False
argouml-spl,f1,7,10,False,ErroneousConjunction,100,0.01911921885227278,False,0.9998811978220247,False,0.9998954366892576,False
argouml-spl,f1,7,10,False,SwappedFeature,25,0.013988457178842855,False,0.0011914404067520476,True,0.006831620819866657,True
argouml-spl,f1,7,10,False,SwappedFeature,50,0.027750640673893684,False,0.9826830480297245,False,0.9827316328883171,False
argouml-spl,f1,7,10,False,SwappedFeature,75,0.016886980664250446,False,0.9999999801648735,False,0.9999995836988091,False
argouml-spl,f1,7,10,False,SwappedFeature,100,0.01237037715322732,False,0.9999999999995252,False,1.0,False
argouml-spl,f1,7,10,True,SwappedCondition,25,0.02590114246513821,False,0.0006968831531304699,True,0.0016114944592118263,True
argouml-spl,f1,7,10,True,SwappedCondition,50,0.1028027658255955,True,0.956892925022092,False,0.9498013220727444,False
argouml-spl,f1,7,10,True,SwappedCondition,75,0.11240951765908436,True,0.9999999790820224,False,0.999999807216227,False
argouml-spl,f1,7,10,True,SwappedCondition,100,0.07345329452269769,True,0.9999999999992869,False,0.9999999990686774,False
argouml-spl,f1,7,10,True,ErroneousConjunction,25,0.024395601581492083,False,5.859137157284577e-07,True,6.51925802230835e-08,True
argouml-spl,f1,7,10,True,ErroneousConjunction,50,0.02066224491708933,False,0.005236453357527321,True,0.026131673716008663,True
argouml-spl,f1,7,10,True,ErroneousConjunction,75,0.018523660122428395,False,0.768633306920671,False,0.7977527482435107,False
argouml-spl,f1,7,10,True,ErroneousConjunction,100,0.02395056261616588,False,0.9998621744362091,False,0.9998841816559434,False
argouml-spl,f1,7,10,True,SwappedFeature,25,0.013935731096386666,False,0.0009239867760712528,True,0.005299130454659462,True
argouml-spl,f1,7,10,True,SwappedFeature,50,0.027689242083184618,False,0.9827359938543131,False,0.9817825015634298,False
argouml-spl,f1,7,10,True,SwappedFeature,75,0.0191580138729424,False,0.9999999804374636,False,0.9999997140839696,False
argouml-spl,f1,7,10,True,SwappedFeature,100,0.01298934804554216,False,0.9999999999994917,False,1.0,False
argouml-spl,f1,7,15,False,SwappedCondition,25,0.016223280446543382,False,0.00593570543516853,True,0.024855060502886772,True
argouml-spl,f1,7,15,False,SwappedCondition,50,0.03902382693172438,False,0.9998589692634533,False,0.9998583681881428,False
argouml-spl,f1,7,15,False,SwappedCondition,75,0.0234394860459239,False,0.9999999935384433,False,0.9999997643753886,False
argouml-spl,f1,7,15,False,SwappedCondition,100,0.06422545224956278,True,0.9999999999999989,False,1.0,False
argouml-spl,f1,7,15,False,ErroneousConjunction,25,0.020055249774171707,False,2.5186033474496367e-06,True,2.859160304069519e-07,True
argouml-spl,f1,7,15,False,ErroneousConjunction,50,0.023061260420504368,False,0.04984010144980478,True,0.11832617223262787,False
argouml-spl,f1,7,15,False,ErroneousConjunction,75,0.02417580042678159,False,0.9869978060467552,False,0.9889505729079247,False
argouml-spl,f1,7,15,False,ErroneousConjunction,100,0.021829156008304648,False,0.9999996806048137,False,0.9999974276870489,False
argouml-spl,f1,7,15,False,SwappedFeature,25,0.0187037881267674,False,0.008830904187018701,True,0.03333235438913107,True
argouml-spl,f1,7,15,False,SwappedFeature,50,0.015877975805331956,False,0.9997219632402705,False,0.9998099533841014,False
argouml-spl,f1,7,15,False,SwappedFeature,75,0.01827230063317313,False,0.9999999999448898,False,0.9999999972060323,False
argouml-spl,f1,7,15,False,SwappedFeature,100,0.012292657473029359,False,0.999999999999999,False,1.0,False
argouml-spl,f1,7,15,True,SwappedCondition,25,0.016951706529879356,False,0.005695509605991147,True,0.023629524745047092,True
argouml-spl,f1,7,15,True,SwappedCondition,50,0.04166530506278754,False,0.9998674761926478,False,0.9998583681881428,False
argouml-spl,f1,7,15,True,SwappedCondition,75,0.024745003435859843,False,0.9999999939858032,False,0.999999807216227,False
argouml-spl,f1,7,15,True,SwappedCondition,100,0.06917656350856578,True,0.9999999999999989,False,1.0,False
argouml-spl,f1,7,15,True,ErroneousConjunction,25,0.02055818551424376,False,2.33113528363134e-06,True,2.859160304069519e-07,True
argouml-spl,f1,7,15,True,ErroneousConjunction,50,0.024052884079550106,False,0.04860260925726184,True,0.11832617223262787,False
argouml-spl,f1,7,15,True,ErroneousConjunction,75,0.024830300274235575,False,0.986892149640238,False,0.9868855029344559,False
argouml-spl,f1,7,15,True,ErroneousConjunction,100,0.021902877460057535,False,0.9999996797319378,False,0.9999974276870489,False
argouml-spl,f1,7,15,True,SwappedFeature,25,0.020727450656686713,False,0.008111637868983867,True,0.03177824430167675,True
argouml-spl,f1,7,15,True,SwappedFeature,50,0.01714308413184926,False,0.9997245346569769,False,0.9998099533841014,False
argouml-spl,f1,7,15,True,SwappedFeature,75,0.018417384357273997,False,0.9999999999467668,False,0.9999999972060323,False
argouml-spl,f1,7,15,True,SwappedFeature,100,0.011321891441793883,False,0.9999999999999991,False,1.0,False
argouml-spl,f1,7,20,False,SwappedCondition,25,0.06440982639743512,True,0.024149140707773204,True,0.06467653810977936,False
argouml-spl,f1,7,20,False,SwappedCondition,50,0.0162324676991087,False,0.9999986431137661,False,0.999994695186615,False
argouml-spl,f1,7,20,False,SwappedCondition,75,0.23155729689230803,True,0.9999999999958505,False,1.0,False
argouml-spl,f1,7,20,False,SwappedCondition,100,0.11977560986558289,True,0.9999999999999984,False,1.0,False
argouml-spl,f1,7,20,False,ErroneousConjunction,25,0.024012467259134182,False,5.669620395144323e-06,True,2.5723129510879517e-06,True
argouml-spl,f1,7,20,False,ErroneousConjunction,50,0.024996119290300822,False,0.19473336142996628,False,0.32041270192712545,False
argouml-spl,f1,7,20,False,ErroneousConjunction,75,0.017959865181016915,False,0.9995622471718358,False,0.9996010512113571,False
argouml-spl,f1,7,20,False,ErroneousConjunction,100,0.025761497114947948,False,0.9999999981201898,False,0.9999999487772584,False
argouml-spl,f1,7,20,False,SwappedFeature,25,0.01942915105899159,False,0.037620362416830935,True,0.10270484630018473,False
argouml-spl,f1,7,20,False,SwappedFeature,50,0.017661650048043463,False,0.9999920741435838,False,0.9999779621139169,False
argouml-spl,f1,7,20,False,SwappedFeature,75,0.01827184993903656,False,0.9999999999994358,False,1.0,False
argouml-spl,f1,7,20,False,SwappedFeature,100,0.012889429994103153,False,1.0,False,1.0,False
argouml-spl,f1,7,20,True,SwappedCondition,25,0.06528300020237497,True,0.023584635993588707,True,0.06206723116338253,False
argouml-spl,f1,7,20,True,SwappedCondition,50,0.016531338805587072,False,0.9999986699239282,False,0.999994695186615,False
argouml-spl,f1,7,20,True,SwappedCondition,75,0.22341075918215425,True,0.9999999999959448,False,1.0,False
argouml-spl,f1,7,20,True,SwappedCondition,100,0.11136571325715722,True,0.9999999999999986,False,1.0,False
argouml-spl,f1,7,20,True,ErroneousConjunction,25,0.02478523649435679,False,5.3124337656238505e-06,True,2.5723129510879517e-06,True
argouml-spl,f1,7,20,True,ErroneousConjunction,50,0.024841228064391544,False,0.1930681468463816,False,0.32041270192712545,False
argouml-spl,f1,7,20,True,ErroneousConjunction,75,0.017657916068524813,False,0.999565373768694,False,0.9996010512113571,False
argouml-spl,f1,7,20,True,ErroneousConjunction,100,0.027656167110291546,False,0.9999999981724002,False,0.9999999487772584,False
argouml-spl,f1,7,20,True,SwappedFeature,25,0.019483666840006464,False,0.03657782260838202,True,0.10270484630018473,False
argouml-spl,f1,7,20,True,SwappedFeature,50,0.017257963146423652,False,0.9999921564287189,False,0.9999779621139169,False
argouml-spl,f1,7,20,True,SwappedFeature,75,0.018080956726722486,False,0.9999999999994589,False,1.0,False
argouml-spl,f1,7,20,True,SwappedFeature,100,0.012464116212574122,False,1.0,False,1.0,False
argouml-spl,f1,7,25,False,SwappedCondition,25,0.03397616637772541,False,0.06561161587321057,False,0.14004339091479778,False
argouml-spl,f1,7,25,False,SwappedCondition,50,0.053917749487721864,True,0.9999981058525942,False,0.999992011114955,False
argouml-spl,f1,7,25,False,SwappedCondition,75,0.018265281901256997,False,0.9999999999998245,False,0.9999999990686774,False
argouml-spl,f1,7,25,False,SwappedCondition,100,0.11974753824271739,True,0.9999999999999999,False,1.0,False
argouml-spl,f1,7,25,False,ErroneousConjunction,25,0.020540239151166706,False,1.3624416154182485e-05,True,9.122304618358612e-06,True
argouml-spl,f1,7,25,False,ErroneousConjunction,50,0.016144240901946817,False,0.4697541994920951,False,0.5,False
argouml-spl,f1,7,25,False,ErroneousConjunction,75,0.016158731236402393,False,0.9999806105064075,False,0.9999447092413902,False
argouml-spl,f1,7,25,False,ErroneousConjunction,100,0.018599255437925417,False,0.9999999999641537,False,0.9999999972060323,False
argouml-spl,f1,7,25,False,SwappedFeature,25,0.021145887808191283,False,0.11623661038082472,False,0.25138052366673946,False
argouml-spl,f1,7,25,False,SwappedFeature,50,0.016148181179950052,False,0.9999997692975409,False,0.9999977890402079,False
argouml-spl,f1,7,25,False,SwappedFeature,75,0.010694659490369438,False,0.9999999999999719,False,1.0,False
argouml-spl,f1,7,25,False,SwappedFeature,100,0.012701945215506258,False,1.0,False,1.0,False
argouml-spl,f1,7,25,True,SwappedCondition,25,0.03459175037734746,False,0.06452576814142981,False,0.1310611367225647,False
argouml-spl,f1,7,25,True,SwappedCondition,50,0.05537218168371023,True,0.999998161628916,False,0.999992011114955,False
argouml-spl,f1,7,25,True,SwappedCondition,75,0.01863466106480425,False,0.9999999999998277,False,0.9999999990686774,False
argouml-spl,f1,7,25,True,SwappedCondition,100,0.11265660140376266,True,0.9999999999999999,False,1.0,False
argouml-spl,f1,7,25,True,ErroneousConjunction,25,0.020520622578305035,False,1.3353535227696653e-05,True,9.122304618358612e-06,True
argouml-spl,f1,7,25,True,ErroneousConjunction,50,0.016240315526305654,False,0.46956117999351826,False,0.5,False
argouml-spl,f1,7,25,True,ErroneousConjunction,75,0.016557074668818592,False,0.9999809880103339,False,0.9999447092413902,False
argouml-spl,f1,7,25,True,ErroneousConjunction,100,0.019674291980668456,False,0.9999999999653144,False,0.9999999972060323,False
argouml-spl,f1,7,25,True,SwappedFeature,25,0.021401707730619245,False,0.11462494825428127,False,0.24492304399609566,False
argouml-spl,f1,7,25,True,SwappedFeature,50,0.015902512513188406,False,0.9999997734063766,False,0.9999977890402079,False
argouml-spl,f1,7,25,True,SwappedFeature,75,0.010840213510305199,False,0.9999999999999726,False,1.0,False
argouml-spl,f1,7,25,True,SwappedFeature,100,0.01351481895441745,False,1.0,False,1.0,False
argouml-spl,precision,3,5,False,SwappedCondition,25,0.0036351838287900836,False,2.640199791788062e-22,True,9.313225746154785e-10,True
argouml-spl,precision,3,5,False,SwappedCondition,50,0.04219405423449687,False,8.29649540583077e-21,True,9.313225746154785e-10,True
argouml-spl,precision,3,5,False,SwappedCondition,75,0.003713880995215257,False,1.1281999249847641e-18,True,9.313225746154785e-10,True
argouml-spl,precision,3,5,False,SwappedCondition,100,0.05273371723760454,True,1.7161575005985415e-17,True,9.313225746154785e-10,True
argouml-spl,precision,3,5,False,ErroneousConjunction,25,0.004619853305805815,False,1.8825817271818804e-23,True,9.313225746154785e-10,True
